"Hotel_Address" "Hotel_Name" "lat" "lng" "Average_Score" "Total_Number_of_Reviews" "Negative_Word_Counts" "Positive_Word_Counts" "Number_of_Reviews_by_Reviewer" "Proportion_Postive" "Proportion_Negative"
"1122" "Oudezijds Voorburgwal 197 Amsterdam City Center 1012 EX Amsterdam Netherlands" "Sofitel Legend The Grand Amsterdam" 52.370835 4.895403 9.2 870 10.7538461538462 17.3128205128205 8.01025641025641 0.943589743589744 0.666666666666667
"1123" "Overhoeksplein 7 Amsterdam Noord 1031 KS Amsterdam Netherlands" "Sir Adam Hotel" 52.3840358 4.9028572 9 361 18.5277777777778 29.7962962962963 7.07407407407407 0.962962962962963 0.75
"1124" "Palaud ries 26 Sants Montju c 08004 Barcelona Spain" "Hotel Grums Barcelona" 41.3727844 2.1721134 8.3 1494 19.8452830188679 17.9584905660377 5.2377358490566 0.935849056603774 0.739622641509434
"1125" "Pallars 121 125 Sant Mart 08018 Barcelona Spain" "Hotel Spa Villa Olimpica Suites" 41.3971434 2.1921947 8 3565 26.150289017341 17.252408477842 6.2504816955684 0.888246628131021 0.799614643545279
"1126" "Pallars 128 130 Sant Mart 08018 Barcelona Spain" "Sall s Hotel Pere IV" 41.3969273 2.192267 7.9 3130 25.4715127701375 19.3300589390963 5.24361493123772 0.905697445972495 0.829076620825147
"1127" "Panama Laan 188 196 Zeeburg 1019 AZ Amsterdam Netherlands" "Hampton by Hilton Amsterdam Centre East" 52.3714428 4.9346331 8.4 1769 17.8701657458564 21.3204419889503 7.51657458563536 0.922651933701657 0.701657458563536
"1128" "Papagenogasse 6 06 Mariahilf 1060 Vienna Austria" "Hotel Beethoven Wien" 48.2000165 16.3641802 8.9 578 11.1296296296296 24.7839506172839 9.18518518518519 0.981481481481482 0.617283950617284
"1129" "Paral lel 115 Sants Montju c 08004 Barcelona Spain" "Silken Concordia" 41.3747873 2.1611846 8.2 1034 24.1518987341772 17.9556962025316 6.55063291139241 0.943037974683544 0.772151898734177
"1130" "Park Lane Westminster Borough London W1K 7TN United Kingdom" "Grosvenor House A JW Marriott Hotel" 51.5082019 -0.1545589 7.9 564 21.2377049180328 13.483606557377 6.84016393442623 0.844262295081967 0.836065573770492
"1131" "Parkring 12 01 Innere Stadt 1010 Vienna Austria" "Hotel Am Parkring" 48.2056333 16.3778615 9 2304 11.1716937354988 22.6125290023202 10.4245939675174 0.953596287703016 0.589327146171694
"1132" "Parkring 12a 01 Innere Stadt 1010 Vienna Austria" "Vienna Marriott Hotel" 48.2050967 16.3770928 8.2 939 18.3285024154589 11.8019323671498 9.21256038647343 0.85024154589372 0.879227053140097
"1133" "Pas de Sota Muralla 9 Ciutat Vella 08003 Barcelona Spain" "H10 Port Vell 4 Sup" 41.3815625 2.1838458 9.2 1261 12.6657381615599 23.4679665738162 6.73537604456825 0.963788300835655 0.676880222841226
"1134" "Paseo de Gracia 46 Eixample 08007 Barcelona Spain" "Hotel Margot House" 41.3918805 2.1660363 9.4 335 19.7906976744186 21.8720930232558 7.22093023255814 0.941860465116279 0.63953488372093
"1135" "Paseo de Gracia 73 Eixample 08008 Barcelona Spain" "Condes de Barcelona" 41.3935497 2.1627098 8.7 1319 18.5399239543726 17.1254752851711 7.79087452471483 0.942965779467681 0.718631178707224
"1136" "Paseo de Gracia 75 Eixample 08008 Barcelona Spain" "Monument Hotel" 41.3939082 2.1622556 9.3 849 10.6016597510373 21.9419087136929 6.6597510373444 0.941908713692946 0.676348547717842
"1137" "Paseo Garc a Faria 37 47 Sant Mart 08019 Barcelona Spain" "Occidental Atenea Mar Adults Only" 41.4023621 2.2119049 8.2 2500 24.7101449275362 20.120082815735 5.96687370600414 0.923395445134576 0.826086956521739
"1138" "Paseo Garc a I Faria 69 71 Sant Mart 08019 Barcelona Spain" "Hotel Front Maritim" 41.4037972 2.213767 7.5 747 29.4926470588235 15.6838235294118 6.41176470588235 0.889705882352941 0.852941176470588
"1139" "Paseo Taulat 278 Sant Mart 08019 Barcelona Spain" "AC Hotel Barcelona Forum a Marriott Lifestyle Hotel" 41.4101306 2.2188047 8.1 1560 21.6262975778547 14.9861591695502 7.66089965397924 0.868512110726644 0.833910034602076
"1140" "Passeig Colom 12 Ciutat Vella 08002 Barcelona Spain" "Duquesa de Cardona" 41.3798658 2.1805271 8.9 904 14.9545454545455 20.5189393939394 5.51136363636364 0.939393939393939 0.659090909090909
"1141" "Passeig de Colom 9 Ciutat Vella 08002 Barcelona Spain" "Hotel The Serras" 41.3801815 2.180688 9.6 604 7.88732394366197 26.5258215962441 7.50234741784038 0.990610328638498 0.544600938967136
"1142" "Passeig de Gr cia 29 Eixample 08007 Barcelona Spain" "Eurostars Bcn Design" 41.3907208 2.1660732 8.3 1601 18.6838235294118 16.7610294117647 6.4375 0.9375 0.819852941176471
"1143" "Passeig de Gr cia 38 40 Eixample 08007 Barcelona Spain" "Mandarin Oriental Barcelona" 41.391393 2.1668467 9 283 13.1818181818182 11.8571428571429 6.57142857142857 0.909090909090909 0.701298701298701
"1144" "Passeig de Gracia 132 Gr cia 08008 Barcelona Spain" "Hotel Casa Fuster G L Monumento" 41.3980162 2.1581229 9 935 17.3511111111111 17.6533333333333 6.86666666666667 0.942222222222222 0.711111111111111
"1145" "Passeig de Gracia 62 Eixample 08007 Barcelona Spain" "Sixtytwo Hotel" 41.3930168 2.1646148 9.2 1010 7.49785407725322 23.6609442060086 9.84549356223176 0.991416309012876 0.583690987124464
"1146" "Passeig de Gracia 68 Eixample 08007 Barcelona Spain" "Majestic Hotel Spa Barcelona GL" 41.3935179 2.1639813 8.9 1769 14.9692307692308 16.9076923076923 6.71208791208791 0.92967032967033 0.694505494505494
"1147" "Passeig de Gracia 84 Eixample 08008 Barcelona Spain" "Royal Passeig de Gracia" 41.3946775 2.162638 8.6 3823 15.934554973822 16.4568062827225 7.05759162303665 0.941099476439791 0.729057591623037
"1148" "Passeig de Picasso 26 30 Ciutat Vella 08003 Barcelona Spain" "K K Hotel Picasso" 41.3866227 2.1840722 8.9 1517 14.0898617511521 24.3433179723502 8.64746543778802 0.960829493087558 0.668202764976959
"1149" "Passeig de Sant Antoni 36 40 Sants Montju c 08014 Barcelona Spain" "AC Hotel Sants a Marriott Lifestyle Hotel" 41.3775577 2.1384686 8 575 15.0549450549451 15.010989010989 9.48351648351648 0.901098901098901 0.692307692307692
"1150" "Passeig del Taulat 262 264 Sant Mart 08019 Barcelona Spain" "Hilton Diagonal Mar Barcelona" 41.4084334 2.2178205 7.9 503 26.1928571428571 14.5071428571429 6.91428571428571 0.9 0.835714285714286
"1151" "Pasteurgasse 1 09 Alsergrund 1090 Vienna Austria" "Hotel Palais Strudlhof" 48.2217697 16.3578738 8.7 1356 14.2835820895522 19.9626865671642 13.6268656716418 0.917910447761194 0.604477611940298
"1152" "Pau Claris 150 Eixample 08009 Barcelona Spain" "Claris Hotel Spa GL" 41.3944848 2.1651078 8.6 931 19.1140350877193 19.0526315789474 7.15350877192982 0.947368421052632 0.714912280701754
"1153" "Pau Claris 179 Eixample 08037 Barcelona Spain" "H10 Casa Mimosa 4 Sup" 41.3962106 2.1621171 9.6 454 12.4568965517241 27.2844827586207 7.0948275862069 0.974137931034483 0.560344827586207
"1154" "Pelai 28 Ciutat Vella 08002 Barcelona Spain" "Catalonia Ramblas 4 Sup" 41.3856387 2.1668274 8.6 4276 18.6280898876404 16.3898876404494 5.5685393258427 0.933707865168539 0.703370786516854
"1155" "Pelayo 14 Ciutat Vella 08001 Barcelona Spain" "Hotel Midmost" 41.3856173 2.1659487 9.2 460 10.8240740740741 21.7685185185185 6.49074074074074 0.953703703703704 0.555555555555556
"1156" "Pelzgasse 1 15 Rudolfsheim F nfhaus 1150 Vienna Austria" "Arthotel ANA Westbahn" 48.1979514 16.336318 8.3 450 17.3432835820896 23.5820895522388 6.23880597014925 0.940298507462687 0.761194029850746
"1157" "Peters Lane Cowcross Street Islington London EC1M 6DS United Kingdom" "The Rookery" 51.520171 -0.102463 9.1 501 13.6015325670498 21.0421455938697 6.9272030651341 0.961685823754789 0.620689655172414
"1158" "Petersplatz 9 01 Innere Stadt 1010 Vienna Austria" "Hotel Wandl" 48.2097026 16.3703902 8.5 1799 17.1121794871795 14.9358974358974 9.79166666666667 0.92948717948718 0.794871794871795
"1159" "Philharmoniker Stra e 4 01 Innere Stadt 1010 Vienna Austria" "Hotel Sacher Wien" 48.2038793 16.3698086 9.5 632 11.4076923076923 24.2615384615385 10.5538461538462 0.984615384615385 0.6
"1160" "Piazza della Repubblica 13 Central Station 20124 Milan Italy" "ME Milan Il Duca" 45.4793852 9.1961308 9.2 683 12.5915492957746 16.7887323943662 8.65492957746479 0.936619718309859 0.661971830985915
"1161" "Piazza Della Repubblica 17 Central Station 20124 Milan Italy" "Hotel Principe Di Savoia" 45.479888 9.1962982 9.1 1543 10.2928571428571 16.8892857142857 8.09642857142857 0.95 0.621428571428571
"1162" "Piazza della Repubblica 20 Central Station 20124 Milan Italy" "The Westin Palace" 45.4790357 9.199028 8.5 736 16.1123595505618 14.5561797752809 9.20786516853933 0.887640449438202 0.825842696629214
"1163" "Piazza Duca D Aosta 4 6 Central Station 20124 Milan Italy" "Glam Milano" 45.4838504 9.2034067 8.8 7371 19.2329588014981 22.5340823970037 11.5662921348315 0.944569288389513 0.70936329588015
"1164" "Piazza Duca D Aosta 9 Central Station 20124 Milan Italy" "Excelsior Hotel Gallia Luxury Collection Hotel" 45.4857027 9.2020127 9.4 1345 11.3290322580645 22.2193548387097 9.81612903225806 0.958064516129032 0.667741935483871
"1165" "Piazza Fontana 3 Milan City Center 20122 Milan Italy" "Rosa Grand Milano Starhotels Collezione" 45.4638223 9.1940273 8.6 4000 16.0883152173913 12.6942934782609 8.21739130434783 0.915760869565217 0.714673913043478
"1166" "Piazza Gerusalemme 12 Sempione 20154 Milan Italy" "TownHouse 12" 45.4844028 9.1673528 8.1 370 24.171875 22.203125 12.375 0.921875 0.8125
"1167" "Piazza Gerusalemme 6 Sempione 20154 Milan Italy" "Hotel Mozart" 45.4834133 9.1666361 8 4015 16.796875 17.419921875 7.703125 0.919921875 0.736328125
"1168" "Piazza Giuseppe Missori 1 Milan City Center 20123 Milan Italy" "Hotel Dei Cavalieri" 45.4608547 9.1886179 8.4 3445 20.0922570016474 17.1845140032949 8.9670510708402 0.919275123558484 0.749588138385502
"1169" "Piazza Lima 2 Central Station 20124 Milan Italy" "Best Western Plus Hotel Galles" 45.4805847 9.2117326 8.5 3550 17.8890701468189 19.3409461663948 9.93800978792822 0.947797716150082 0.707993474714519
"1170" "Piazza Luigi di Savoia 20 Central Station 20124 Milan Italy" "Starhotels Anderson" 45.4852549 9.2069501 8.7 2698 18.8530612244898 19.7571428571429 11.9755102040816 0.930612244897959 0.714285714285714
"1171" "Piazza Luigi di Savoia 6 Central Station 20124 Milan Italy" "Hotel Michelangelo" 45.4845143 9.2057532 8.4 3510 11.8410174880763 18.3720190779014 11.2527821939587 0.950715421303657 0.65818759936407
"1172" "Piazza Oberdan 12 Milan City Center 20129 Milan Italy" "Hotel Mercure Milano Centro" 45.4747809 9.2059385 8.4 515 11.9871794871795 19.6025641025641 11.2948717948718 0.961538461538462 0.717948717948718
"1173" "Piazza Quattro Novembre 3 Central Station 20124 Milan Italy" "NYX Milan" 45.4868745 9.2018406 8.8 1056 24.5444444444444 20.5333333333333 8.56666666666667 0.916666666666667 0.755555555555556
"1174" "Piazza XXIV Maggio 8 Milan City Center 20123 Milan Italy" "The Yard Milano" 45.453152 9.179172 9.2 786 10.6906077348066 24.3425414364641 10.2541436464088 0.988950276243094 0.552486187845304
"1175" "Piazzale Lugano 10 Bovisa 20158 Milan Italy" "Hotel Sunflower" 45.498503 9.1664111 7.6 594 21.5490196078431 11.4117647058824 8 0.843137254901961 0.784313725490196
"1176" "Piccadilly Westminster Borough London W1J 7BX United Kingdom" "Sheraton Grand London Park Lane" 51.5092876 -0.1370062 8.1 376 24.3826086956522 11.3391304347826 7.4 0.852173913043478 0.826086956521739
"1177" "Piet Heinkade 11 Zeeburg 1019 BR Amsterdam Netherlands" "M venpick Hotel Amsterdam City Centre" 52.3781016 4.9142508 8.4 1925 20.0346153846154 18.8269230769231 8.23269230769231 0.934615384615385 0.726923076923077
"1178" "Pintor Fortuny 13 Ciutat Vella 08001 Barcelona Spain" "Silken Ramblas" 41.3830117 2.1700699 7.9 1949 21.1175 14.0275 8.6775 0.9225 0.7775
"1179" "Pla a Antonio L pez 5 Ciutat Vella 08002 Barcelona Spain" "Duquesa Suites Barcelona" 41.3810421 2.1814294 9.1 946 16.6761565836299 24.846975088968 6.70106761565836 0.97153024911032 0.718861209964413
"1180" "Pla a de Llevant s n Sant Mart 08019 Barcelona Spain" "Hotel SB Diagonal Zero Barcelona 4 Sup" 41.4111652 2.2192012 8.2 4645 25.2044917257683 21.4066193853428 5.54728132387707 0.934988179669031 0.794326241134752
"1181" "Pla a Reial 1 Ciutat Vella 08001 Barcelona Spain" "Hotel DO Pla a Reial G L " 41.3799929 2.1748256 9.3 252 15.8316831683168 28.5544554455446 9.06930693069307 0.98019801980198 0.663366336633663
"1182" "Pla a Rosa dels Vents 1 Passeig Joan de Borbo Ciutat Vella 08039 Barcelona Spain" "W Barcelona" 41.368437 2.1901534 8.5 2708 25.4660869565217 17.135652173913 6.85391304347826 0.947826086956522 0.779130434782609
"1183" "Pla a Urquinaona 2 Eixample 08010 Barcelona Spain" "H10 Urquinaona Plaza" 41.3892128 2.1726015 9.1 1875 13.9262295081967 22.3790983606557 6.85450819672131 0.950819672131147 0.645491803278688
"1184" "Place Andr Malraux 1st arr 75001 Paris France" "Hotel du Louvre in the Unbound Collection by Hyatt" 48.8639788 2.3352615 8.3 1120 17.5174825174825 16.4755244755245 6.63986013986014 0.951048951048951 0.77972027972028
"1185" "Place de l Op ra 4 rue Meyerbeer 9th arr 75009 Paris France" "W Paris Op ra" 48.8719697 2.3316014 8.2 150 20.75 11.75 6.6 0.9 0.75
"1186" "Plaza Carlos Iba ez 3 Sants Montju c 08038 Barcelona Spain" "Hotel Miramar Barcelona GL" 41.3703041 2.17141 8.7 977 22.0087336244541 19.3930131004367 9.78602620087336 0.956331877729258 0.781659388646288
"1187" "Plaza de Catalunya 19 Ciutat Vella 08002 Barcelona Spain" "Olivia Plaza Hotel" 41.3861459 2.1711594 9.3 2757 8.70633893919793 24.4075032341527 7.44631306597671 0.970245795601552 0.639068564036222
"1188" "Plaza Espa a 6 8 Sants Montju c 08014 Barcelona Spain" "Catalonia Barcelona Plaza" 41.3750293 2.1491172 8.4 4527 23.0643776824034 19.1845493562232 6.4881974248927 0.944206008583691 0.757510729613734
"1189" "Plaza Paisos Catalans s n Sants Montju c 08014 Barcelona Spain" "Barcel Sants" 41.3798964 2.1412433 8.6 4379 16.6184210526316 20.6136363636364 8.92942583732057 0.938995215311005 0.735645933014354
"1190" "Plaza Parade Camden London NW6 5RP United Kingdom" "London Marriott Maida Vale" 51.5357597 -0.1902591 8.1 1042 21.4035476718404 15.8713968957871 4.27716186252772 0.922394678492239 0.791574279379157
"1191" "Portland Place Westminster Borough London W1B 1JA United Kingdom" "The Langham London" 51.517876 -0.1440647 9.3 1276 12.3953488372093 19.5474060822898 8.42397137745975 0.957066189624329 0.649373881932022
"1192" "Poultry 27 City of London London EC2R 8AJ United Kingdom" "The Ned" 51.5135929 -0.0907833 9.3 517 25.0466926070039 22.1673151750973 5.78210116731517 0.929961089494163 0.77431906614786
"1193" "Praterstra e 1 02 Leopoldstadt 1020 Vienna Austria" "Sofitel Vienna Stephansdom" 48.212857 16.37986 9 1148 15.4488636363636 18.0284090909091 9.70454545454546 0.948863636363636 0.653409090909091
"1194" "Prins Hendrikkade 108 Amsterdam City Center 1011 AK Amsterdam Netherlands" "Grand Hotel Amr th Amsterdam" 52.3744149 4.9041443 8.3 1530 25.7358490566038 19.5188679245283 9.25849056603774 0.932075471698113 0.80377358490566
"1195" "Prins Hendrikkade 33 Amsterdam City Center 1012 TM Amsterdam Netherlands" "art otel Amsterdam" 52.377743 4.897057 9 3158 18.3063291139241 17.9151898734177 7.03291139240506 0.941772151898734 0.693670886075949
"1196" "Prins Hendrikkade 59 72 Amsterdam City Center 1012 AD Amsterdam Netherlands" "NH Collection Amsterdam Barbizon Palace" 52.3764175 4.9002201 8.6 2865 18.155303030303 16.2083333333333 8.85732323232323 0.930555555555556 0.765151515151515
"1197" "Prinsengracht 315 331 Amsterdam City Center 1016 GZ Amsterdam Netherlands" "Pulitzer Amsterdam" 52.3728353 4.883326 9.1 909 14.3333333333333 20.9866666666667 7.78333333333333 0.956666666666667 0.686666666666667
"1198" "Prinsengracht 444 Amsterdam City Center 1017 KE Amsterdam Netherlands" "Dikker en Thijs Fenice Hotel" 52.364971 4.8839827 8.4 1971 15.5340699815838 19.9208103130755 6.31123388581952 0.966850828729282 0.714548802946593
"1199" "Prinsengracht 587 Amsterdam City Center 1067 HT Amsterdam Netherlands" "Andaz Amsterdam Prinsengracht A Hyatt Hotel" 52.3678368 4.8830788 9.3 851 15.8224299065421 17.8598130841122 6.5607476635514 0.934579439252336 0.658878504672897
"1200" "Prinsengracht 717 Amsterdam City Center 1017 JW Amsterdam Netherlands" "Hotel Seven One Seven" 52.3648077 4.8853962 8.8 61 21.8235294117647 16.1176470588235 5.47058823529412 0.941176470588235 0.705882352941177
"1201" "Prinses Irenestraat 30 Zuideramstel 1077 WX Amsterdam Netherlands" "citizenM Amsterdam" 52.3419432 4.8759604 8.6 4530 18.5407470288625 24.3234295415959 9.07894736842105 0.951612903225806 0.755517826825127
"1202" "Professor Tulpplein 1 Amsterdam City Center 1018 GX Amsterdam Netherlands" "InterContinental Amstel Amsterdam" 52.3600068 4.9051643 9 151 17.1764705882353 17.1764705882353 12.1470588235294 0.970588235294118 0.676470588235294
"1203" "Proven als 10 Sant Mart 08019 Barcelona Spain" "Attica 21 Barcelona Mar" 41.4052324 2.2117289 8.1 926 20.5 21.8154761904762 4.85119047619048 0.952380952380952 0.779761904761905
"1204" "Provenza 195 Eixample 08008 Barcelona Spain" "Hotel America Barcelona" 41.3919083 2.1573318 8.7 310 17.4074074074074 27.7407407407407 4.12962962962963 0.962962962962963 0.777777777777778
"1205" "Provincialeweg 38 Zuidoost 1108 AB Amsterdam Netherlands" "Golden Tulip Amsterdam Riverside" 52.3154533 4.9962997 7.5 2362 29.1877470355731 17.2094861660079 5.58102766798419 0.920948616600791 0.877470355731225
"1206" "Putget 68 Sarri St Gervasi 08023 Barcelona Spain" "Catalonia Park Putxet" 41.4072812 2.1443116 7.4 3590 25.4140271493213 17.8438914027149 5.35746606334842 0.914027149321267 0.843891402714932
"1207" "Rambla Catalunya 104 Eixample 08008 Barcelona Spain" "Hotel Murmuri Barcelona" 41.3941625 2.1597836 8.8 375 15.5333333333333 16.0777777777778 7.36666666666667 0.911111111111111 0.677777777777778
"1208" "Rambla Catalunya 26 Eixample 08007 Barcelona Spain" "NH Collection Barcelona Gran Hotel Calder n" 41.3894654 2.1662651 8.8 1072 16.3386243386243 17.2645502645503 9.55026455026455 0.936507936507937 0.724867724867725
"1209" "Rambla Catalunya 7 9 Eixample 08007 Barcelona Spain" "H10 Metropolitan 4 Sup" 41.3875467 2.1673975 9.2 1834 12.0058365758755 23.4649805447471 5.7568093385214 0.970817120622568 0.651750972762646
"1210" "Rambla de Catalunya 76 Eixample 08008 Barcelona Spain" "HCC Regente" 41.3922919 2.1622256 8.1 354 20.2916666666667 18.4861111111111 5.25 0.944444444444444 0.708333333333333
"1211" "Rambla del Raval 17 21 Ciutat Vella 08001 Barcelona Spain" "Barcel Raval" 41.3790126 2.1696339 8.4 2254 19.8460144927536 18.2626811594203 5.1304347826087 0.927536231884058 0.806159420289855
"1212" "Ramblas 111 Ciutat Vella 08002 Barcelona Spain" "Le M ridien Barcelona" 41.3837453 2.171014 8.2 451 15.9661016949153 10.6610169491525 6.3728813559322 0.898305084745763 0.754237288135593
"1213" "Ramon Turr 196 198 Sant Mart 08005 Barcelona Spain" "Ilunion Barcelona" 41.3989322 2.2024183 7.9 3944 20.8516129032258 18.1258064516129 8.99516129032258 0.880645161290323 0.767741935483871
"1214" "Rathausstra e 17 01 Innere Stadt 1010 Vienna Austria" "Austria Trend Hotel Rathauspark Wien" 48.2133054 16.3567884 8.5 1884 17.9181818181818 17.5848484848485 10.4242424242424 0.936363636363636 0.715151515151515
"1215" "Rathstra e 24 Neustift am Walde 19 D bling 1190 Vienna Austria" "Hotel Landhaus Fuhrgassl Huber" 48.2508693 16.304957 9 719 8.7887323943662 25.8450704225352 15.4647887323944 0.985915492957746 0.577464788732394
"1216" "Ratschkygasse 32 12 Meidling 1120 Vienna Austria" "Hotel Parco di Sch nbrunn Vienna" 48.1776236 16.3243588 7.9 576 40.9322033898305 15.1525423728814 11.6101694915254 0.864406779661017 0.779661016949153
"1217" "Rec Comtal 16 18 Ciutat Vella 08003 Barcelona Spain" "Catalonia Born" 41.3896916 2.1798661 8.8 2094 15.9817767653759 22.9407744874715 6.33029612756264 0.931662870159453 0.678815489749431
"1218" "Rembrandtplein 19 Amsterdam City Center 1017 CT Amsterdam Netherlands" "NH Amsterdam Caransa" 52.3664077 4.8969091 7.9 966 20.8359375 17.07421875 6.52734375 0.91796875 0.7578125
"1219" "Rembrandtplein 26 36 Amsterdam City Center 1017 CV Amsterdam Netherlands" "NH Amsterdam Schiller" 52.3657092 4.8966912 7.7 1667 26.2371134020619 15.2247422680412 5.85360824742268 0.915463917525773 0.837113402061856
"1220" "Rembrandtplein 44 Amsterdam City Center 1017 CV Amsterdam Netherlands" "Royal Amsterdam Hotel" 52.3657281 4.8972883 7.4 627 20.6481481481481 13.2654320987654 6.04938271604938 0.858024691358025 0.845679012345679
"1221" "Rennweg 12 03 Landstra e 1030 Vienna Austria" "Lindner Hotel Am Belvedere" 48.1955998 16.3826989 8.4 790 28.702380952381 15.3214285714286 8.09523809523809 0.904761904761905 0.761904761904762
"1222" "Rennweg 12a 03 Landstra e 1030 Vienna Austria" "NH Wien Belvedere" 48.1954348 16.383429 8.4 1191 18.1758793969849 21.4422110552764 11.7688442211055 0.874371859296482 0.748743718592965
"1223" "Rennweg 16 03 Landstra e 1030 Vienna Austria" "Austria Trend Hotel Savoyen Vienna" 48.1950444 16.3844751 8.9 4016 14.9004207573633 21.2230014025245 12.4067321178121 0.962131837307153 0.7054698457223
"1224" "Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria" "Austria Trend Hotel Doppio Wien" 48.1854312 16.404884 8.7 3010 15.8790560471976 17.0294985250737 15.1002949852507 0.91740412979351 0.699115044247788
"1225" "Richmond Way Hammersmith and Fulham London W14 0AX United Kingdom" "K West Hotel Spa" 51.5013149 -0.2174459 8.4 1560 19.9068241469816 17.2637795275591 4.48818897637795 0.923884514435696 0.750656167979003
"1226" "Riemergasse 8 01 Innere Stadt 1010 Vienna Austria" "Appartement Hotel an der Riemergasse" 48.2071576 16.3765913 9.2 969 12.3688888888889 22.1955555555556 11.4044444444444 0.973333333333333 0.631111111111111
"1227" "Rilke Platz 7 04 Wieden 1040 Vienna Austria" "Saint SHERMIN bed breakfast champagne" 48.1978409 16.367087 9 651 16.8109756097561 22.5487804878049 13.5670731707317 0.963414634146341 0.676829268292683
"1228" "Riudarenes 7 Ciutat Vella 08002 Barcelona Spain" "The Wittmore Adults Only" 41.380939 2.1796095 9.4 217 14.6588235294118 28.2 7.85882352941176 0.988235294117647 0.729411764705882
"1229" "Robert Stolz Platz 1 01 Innere Stadt 1010 Vienna Austria" "Le Meridien Vienna" 48.2027296 16.3661211 8.3 2393 22.246062992126 13.8425196850394 8.78937007874016 0.917322834645669 0.761811023622047
"1230" "Roelof Hartstraat 1 Oud Zuid 1071 VE Amsterdam Netherlands" "The College Hotel" 52.3527675 4.88373 8.3 561 28.3333333333333 17.3006535947712 5.71895424836601 0.882352941176471 0.830065359477124
"1231" "Roemer Visscherstraat 8 10 Oud West 1054 EV Amsterdam Netherlands" "Hotel Roemer Amsterdam" 52.3617577 4.8780052 8.3 974 23.0970149253731 22.589552238806 9.05970149253731 0.944029850746269 0.753731343283582
"1232" "Roger de Ll ria 17 Eixample 08010 Barcelona Spain" "Hotel mbit Barcelona" 41.3907821 2.1717426 8.9 1498 12.6613924050633 21.0348101265823 7.07278481012658 0.971518987341772 0.680379746835443
"1233" "Roger de Ll ria 60 Eixample 08009 Barcelona Spain" "Catalonia Eixample 1864" 41.393599 2.1684151 8.3 2372 22.6308411214953 18.3107476635514 7.10514018691589 0.934579439252336 0.794392523364486
"1234" "Roger de Lluria 16 18 Eixample 08010 Barcelona Spain" "Negresco Princess 4 Sup" 41.3905166 2.1725643 8.9 2369 18.0403846153846 22.9596153846154 7.35769230769231 0.967307692307692 0.748076923076923
"1235" "Roger De Lluria 21 Esq Gran Via 662 Eixample 08037 Barcelona Spain" "Petit Palace Barcelona" 41.3909816 2.1714938 7.9 1148 20.4875 15.99375 6.75 0.93125 0.8
"1236" "Roger de Lluria 28 Eixample 08010 Barcelona Spain" "Roger de Ll ria" 41.3910786 2.1717285 8.5 596 13.09375 16.0625 7.40625 0.9609375 0.671875
"1237" "Ronda Sant Pau 14 Ciutat Vella 08001 Barcelona Spain" "Hotel Garbi Millenni" 41.3759896 2.167148 7.6 549 20.375 12.425 3.6 0.825 0.8375
"1238" "Ronda Sant Pere 32 Eixample 08010 Barcelona Spain" "Vincci Gala" 41.3895263 2.1747136 8.9 913 13.377245508982 18.2215568862275 12.2455089820359 0.970059880239521 0.682634730538922
"1239" "Ronda Sant Pere 9 Eixample 08010 Barcelona Spain" "Catalonia Square 4 Sup" 41.3885658 2.1712991 9.4 1711 9.74599542334096 26.3615560640732 7.55377574370709 0.981693363844394 0.585812356979405
"1240" "Ronda Universitat 21 Eixample 08007 Barcelona Spain" "H10 Universitat" 41.3869565 2.1665338 8.5 1403 16.7 18.4785714285714 5.95 0.935714285714286 0.75
"1241" "Rooseveltplatz 15 09 Alsergrund 1090 Vienna Austria" "Hotel Regina" 48.2163343 16.3595536 8.4 1948 16.6443661971831 19.3908450704225 10.5598591549296 0.947183098591549 0.700704225352113
"1242" "Rosell n 174 176 Eixample 08036 Barcelona Spain" "Bcn Urban Hotels Gran Rosellon" 41.4226648 2.1464261 8.5 2383 16.5276381909548 16.6959798994975 11.5175879396985 0.9321608040201 0.756281407035176
"1243" "Rossell 249 Eixample 08008 Barcelona Spain" "Gallery Hotel" 41.3949242 2.1593099 9.1 953 16.0215517241379 22.0344827586207 6.89224137931035 0.948275862068966 0.702586206896552
"1244" "Rossell 265 Eixample 08008 Barcelona Spain" "Hotel Omm" 41.3962468 2.1609551 8.9 631 12.5187969924812 16.3759398496241 5.92481203007519 0.902255639097744 0.699248120300752
"1245" "Rossell 390 Eixample 08025 Barcelona Spain" "Ayre Hotel Rosell n" 41.4047382 2.1727127 8.7 2359 14.8651252408478 21.9248554913295 6.04238921001927 0.961464354527938 0.705202312138728
"1246" "Rossello 191 Eixample 08036 Barcelona Spain" "Evenia Rossello" 41.3920254 2.1554675 8.2 690 14.1149425287356 14.8735632183908 7.04597701149425 0.942528735632184 0.758620689655172
"1247" "Rotensterngasse 10 02 Leopoldstadt 1020 Vienna Austria" "Hotel Imlauer Wien" 48.2176776 16.3821364 8.5 1152 19.7179487179487 17.9358974358974 7.24358974358974 0.91025641025641 0.807692307692308
"1248" "Rotensterngasse 7a 02 Leopoldstadt 1020 Vienna Austria" "Hotel Nestroy Wien" 48.2178332 16.3821636 8.1 682 20.3684210526316 18.8736842105263 7.81052631578947 0.926315789473684 0.726315789473684
